ioc_type,ioc_value,threat_name,threat_type,severity,confidence,first_seen,last_seen,mitre_attack,tags,source,description
filename,brave.exe,AI as C2 Proxy — Copilot & Grok Abused as Bidirectional Malware C2,unknown,medium,medium,2026-03-13,2026-03-13,T1008|T1027|T1027.010|T1041|T1059|T1071.001|T1090.002|T1102.002|T1119|T1496,ai-as-c2-proxy-—-copilot-&-grok-abused-as-bidirectional-malware-c2,ai-c2-proxy-copilot-grok-2026-02,Check Point Research demonstrated that **AI assistants with web browsing/URL fetching capabilities** — specifically **Microsoft Copilot** and **xAI Grok** — can be weaponized as **stealthy bidirection
filename,openai.com,AI as C2 Proxy — Copilot & Grok Abused as Bidirectional Malware C2,unknown,medium,medium,2026-03-13,2026-03-13,T1008|T1027|T1027.010|T1041|T1059|T1071.001|T1090.002|T1102.002|T1119|T1496,ai-as-c2-proxy-—-copilot-&-grok-abused-as-bidirectional-malware-c2,ai-c2-proxy-copilot-grok-2026-02,Check Point Research demonstrated that **AI assistants with web browsing/URL fetching capabilities** — specifically **Microsoft Copilot** and **xAI Grok** — can be weaponized as **stealthy bidirection
url,https://www.bleepingcomputer.com/news/security/zerodayrat-malware-grants-full-access-to-android-ios-devices/,ZeroDayRAT — Commercial Mobile Spyware Platform,unknown,medium,medium,2026-03-13,2026-03-13,T1411|T1413|T1417.001|T1418|T1429|T1437|T1476|T1512|T1516|T1636.004,zerodayrat-—-commercial-mobile-spyware-platform,zerodayrat-mobile-spyware,"ZeroDayRAT is a new **commercial mobile spyware platform** sold via Telegram, providing full remote control over Android (5-16) and iOS (up to 26) devices. It goes beyond data theft — enabling **real-"
url,https://flare.io/learn/resources/blog/teampcp-cloud-native-ransomware,TeamPCP — Cloud-Native Criminal Worm (Docker/K8s/Redis/React2Shell),unknown,medium,medium,2026-03-13,2026-03-13,T1053.007|T1071|T1080|T1090|T1119|T1190|T1486|T1496|T1505|T1525|T1526|T1567|T1609|T1610|T1611,teampcp-—-cloud-native-criminal-worm-(docker/k8s/redis/react2shell),teampcp-cloud-worm-docker-kubernetes-2026-02,
ipv4,89.111.170.100,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
ipv4,152.42.139.18,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,healgeni.live,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,ninja-browser.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,nb-download.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,ctm360.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,www.ctm360.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,nbdownload.space,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,file.size,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
domain,docs.google.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
url,https://www.bleepingcomputer.com/news/security/ctm360-lumma-stealer-and-ninja-browser-malware-campaign-abusing-google-groups/,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
url,https://www.ctm360.com/reports/ninja-browser-lumma-infostealer,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
filename,ctm360.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
filename,nb-download.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
filename,ninja-browser.com,Lumma Stealer + Ninja Browser — Weaponized Google Groups Campaign (Feb 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1027.001|T1027.002|T1053.005|T1056.004|T1071.001|T1127|T1176|T1185|T1204.002|T1555.003|T1566.003,lumma-stealer-+-ninja-browser-—-weaponized-google-groups-campaign-(feb-2026),lumma-stealer-google-groups-2026-02,"A large-scale, active malware campaign abuses **Google's trusted ecosystem** (Google Groups, Google Docs, Google Drive) to distribute the **Lumma Stealer** infostealer for Windows victims and a **troj"
hash-md5,8739de86cd836ae1476705562c069cc0,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
hash-sha256,84f77ade3d79ef5872557dd8d9c1c720b58d1d924785ab34f9fee896ea06a995,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
ipv4,162.159.36.2,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
ipv4,3.4.0.0,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
ipv4,162.159.0.0,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,tls.issuer,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,sachiel-archangel.medium.com,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,data.win.eventdata.destinationip,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,data.win.eventdata.image,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,win.eventdata.company,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,tls.subject,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,win.eventdata.product,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
filename,sdkdrv8878.exe,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
filename,medium.com,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
filename,rloader.exe,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
filename,orw82st.exe,RLoader: VMProtect-Packed Trojan Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1027.002|T1036.005|T1055|T1102.001|T1204.002|T1497.001|T1573.002,- vmprotect;rloader:-vmprotect-packed-trojan-analysis,rloader-vmprotect-feb2026,"RLoader is a VMProtect-packed trojan loader first observed on February 28, 2026. Detected by Microsoft as `Trojan:Win32/Wacatac.B!ml`, the malware employs commercial-grade code virtualization to evade"
domain,www.cyfirma.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,file.action,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,darkwebinformer.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,precisioncoating.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,anonfiles.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,transfer.sh,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,smb.command,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,mcfirm.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,network.destination,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
url,https://darkwebinformer.com/ransomware-attack-update-march-2nd-2026/),INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
url,https://unit42.paloaltonetworks.com/iranian-cyberattacks-2026/),INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
url,https://www.cyfirma.com/news/weekly-intelligence-report-05-march-2026/),INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,precisioncoating.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,backup.exe,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,anonfiles.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,darkwebinformer.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,cyfirma.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,mcfirm.com,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,sqlservr.exe,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
filename,vssadmin.exe,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
registry-key,HKLM\System\CurrentControlSet\Services\INCBackup`,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
registry-key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\INCService`,INC Ransomware — Active Double-Extortion RaaS Campaign (March 2026),ransomware,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.001|T1021.002|T1039|T1059|T1070.001|T1078|T1078.002|T1082|T1135|T1190|T1486|T1489|T1490|T1543|T1562.001|T1566|T1567.002,inc-ransomware-—-active-double-extortion-raas-campaign-(march-2026),INC-Ransomware-2026,
domain,lockbit5analysis.com,LockBit 5.0 - Advanced Evasion & Cross-Platform Ransomware,ransomware,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1021.006|T1039|T1041|T1059.001|T1071.001|T1078|T1082|T1135|T1190|T1486|T1489|T1490|T1497|T1543.003|T1562.001|T1566,lockbit-5.0---advanced-evasion-&-cross-platform-ransomware,LockBit-5.0-Advanced-Evasion-Techniques,
domain,asec.ahnlab.com,LockBit 5.0 - Advanced Evasion & Cross-Platform Ransomware,ransomware,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1021.006|T1039|T1041|T1059.001|T1071.001|T1078|T1082|T1135|T1190|T1486|T1489|T1490|T1497|T1543.003|T1562.001|T1566,lockbit-5.0---advanced-evasion-&-cross-platform-ransomware,LockBit-5.0-Advanced-Evasion-Techniques,
