filename,pic1.png,Shadow-Campaigns-TGR-STA-1030,apt,critical,high,2026-02-09,2026-02-09,T1027|T1204.002,shadow-campaigns;diaoyu;integrity-check,Unit42,Zero-byte file used as Diaoyu loader integrity check
url,https://www.bleepingcomputer.com/news/security/state-actor-targets-155-countries-in-shadow-campaigns-espionage-op/,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
hash-sha1,e21564fd0fc3103c1d18b1e1525a0b40e9077d40,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,f5a129ba4141361ca266950dc4adcb2c548aa949,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,efb18cf7cf227037e034c0b525f502e642815f94,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,0365daf83e37d2c6daaae6c28b4c8343288ef2f9,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,975c763e050d0a9a46f0aafdde66d3e7f0626c5b,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,777040bed9d26f5da97e8977c6efc0586beae064,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,2eea39dbe11889e5713cbca020f7ede653bc48ec,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,dc785be0c4430bfc5b507255f892bf30134a02b6,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,feb4318a90057d92ea5ab6420ed6164dd9605013,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,5c1500296857ed0b0bb7230a1cb17993d25ab69b,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,f77499a8fc6e615e21bf111a88c658ba3d5f0f81,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,d97d21536c061e7a7151a453242d36f3ab196a14,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,b55e063607e8f56c9b398b289ba04ddca11398fe,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,e79ccc3f6517c911d6c1df79c94e88896f574e64,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,324918c73b985875d5f974da3471f2a0a4874687,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,56380a652471962387693f4bcc893fd21f0fc324,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,9defffba933fc44f8e3b6e25b31508bc17d29077,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,3c47eab6ebe5b48097c0099ff18f2a8bc13c12f7,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,f449b95830c584cef72dfb60fb78ee3d6c69ecb4,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
ipv4,120.0.0.0,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
domain,vnd.ms,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
domain,security.com,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
domain,temp.zagros,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
domain,ja3.hash,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
filename,msaccess.exe,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
domain,docs.fortinet.com,AI-Assisted FortiGate Breach Campaign - 600+ Devices Compromised,apt,medium,medium,2026-03-13,2026-03-13,T1005|T1021.004|T1070.002|T1071.001|T1078.003|T1110.001|T1133|T1136.001|T1505.003|T1595.002,ai-assisted-fortigate-breach-campaign---600+-devices-compromised,ai-assisted-fortigate-breach-campaign-2026,
domain,ai-assisted-threat-actor-compromises.html,AI-Assisted FortiGate Breach Campaign - 600+ Devices Compromised,apt,medium,medium,2026-03-13,2026-03-13,T1005|T1021.004|T1070.002|T1071.001|T1078.003|T1110.001|T1133|T1136.001|T1505.003|T1595.002,ai-assisted-fortigate-breach-campaign---600+-devices-compromised,ai-assisted-fortigate-breach-campaign-2026,
url,https://thehackernews.com/2026/02/ai-assisted-threat-actor-compromises.html,AI-Assisted FortiGate Breach Campaign - 600+ Devices Compromised,apt,medium,medium,2026-03-13,2026-03-13,T1005|T1021.004|T1070.002|T1071.001|T1078.003|T1110.001|T1133|T1136.001|T1505.003|T1595.002,ai-assisted-fortigate-breach-campaign---600+-devices-compromised,ai-assisted-fortigate-breach-campaign-2026,
url,https://www.bleepingcomputer.com/news/security/amazon-ai-assisted-hacker-breached-600-fortigate-firewalls-in-5-weeks/,AI-Assisted FortiGate Breach Campaign - 600+ Devices Compromised,apt,medium,medium,2026-03-13,2026-03-13,T1005|T1021.004|T1070.002|T1071.001|T1078.003|T1110.001|T1133|T1136.001|T1505.003|T1595.002,ai-assisted-fortigate-breach-campaign---600+-devices-compromised,ai-assisted-fortigate-breach-campaign-2026,
url,https://docs.fortinet.com/document/fortigate/latest/best-practices,AI-Assisted FortiGate Breach Campaign - 600+ Devices Compromised,apt,medium,medium,2026-03-13,2026-03-13,T1005|T1021.004|T1070.002|T1071.001|T1078.003|T1110.001|T1133|T1136.001|T1505.003|T1595.002,ai-assisted-fortigate-breach-campaign---600+-devices-compromised,ai-assisted-fortigate-breach-campaign-2026,
domain,mil.id,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
domain,gov.id,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
domain,blog.checkpoint.com,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
domain,dropbox.com,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
domain,globalcyberalliance.org,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
url,https://blog.checkpoint.com/research/amaranth-dragon-targeted-cyber-espionage-campaigns-across-southeast-asia/,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
url,https://globalcyberalliance.org/aide-data-darkpink/,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
filename,govsalaryupdate_2026.rar,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
filename,dropbox.com,Dark Pink APT - Targeted Espionage Campaigns in Southeast Asia,apt,medium,medium,2026-03-13,2026-03-13,T1003|T1036|T1041|T1070.003|T1071|T1071.001|T1078|T1082|T1098|T1105|T1110|T1190|T1204.002|T1222|T1566.001|T1583.003|T1589,dark-pink-apt---targeted-espionage-campaigns-in-southeast-asia,dark-pink-sea-campaigns-2026,
hash-md5,95e59536455a089ced64f5af2539a449,APT28 Operation Neusploit — CVE-2026-21509 Zero-Day Exploitation,apt,medium,medium,2026-03-13,2026-03-13,T1001.002|T1027.003|T1027.010|T1041|T1048.003|T1053.005|T1055.001|T1059.003|T1071.001|T1102.002|T1106|T1112|T1114|T1114.001|T1114.003|T1137.006|T1140|T1203|T1204.002|T1218.011|T1480.001|T1497.003|T1543.003|T1546.015|T1547.001|T1562.001|T1566.001|T1573.002|T1574.001|T1583.001|T1588.006,apt28-operation-neusploit-—-cve-2026-21509-zero-day-exploitation,apt28-operation-neusploit-cve-2026-21509,
